Voyage Number,Grid No,Date,Latitude,Longitude,Pressure [db],Temp [°C-T090],DIC [umol/kg],TA [umol/kg],Month,Day,Year,Salinity [PSU],Depth [m]
Algoa Voyage 242,SML005,2017-08-30,"-34,33016667","17,79","299,627","7,6247","2185,054217","2307,66",8,30,2017,"34,551",
Algoa Voyage 242,SML005,2017-08-30,"-34,33016667","17,79","199,931","10,0797","2156,754395","2317,79",8,30,2017,"34,8042",
Algoa Voyage 242,SML005,2017-08-30,"-34,33016667","17,79","100,784","13,3293","3603,409233","2295,62",8,30,2017,"35,1613",
Algoa Voyage 242,SML005,2017-08-30,"-34,33016667","17,79","52,258","16,1682","2078,274807","2340,53",8,30,2017,"35,477",
Algoa Voyage 242,SML005,2017-08-30,"-34,33016667","17,79","22,165","17,184","2072,30584","2343,39",8,30,2017,"35,5087",
Algoa Voyage 242,SML005,2017-08-30,"-34,33016667","17,79","12,615","17,1886","2068,292749","2345,69",8,30,2017,"35,5091",
Algoa Voyage 242,SML005,2017-08-30,"-34,33016667","17,79","3,274","17,1979","2074,687347","2340,17",8,30,2017,"35,5093",
Algoa Voyage 242,SML003,2017-08-30,"-34,27","17,96","272,428","7,803","2197,421068","2302,12",8,30,2017,"34,5635",
Algoa Voyage 242,SML003,2017-08-30,"-34,27","17,96","184,335","10,0198","2239,90309","2329,59",8,30,2017,"34,8008",
Algoa Voyage 242,SML003,2017-08-30,"-34,27","17,96","100,313","13,3944","2146,639244","2325,7",8,30,2017,"35,1679",
Algoa Voyage 242,SML003,2017-08-30,"-34,27","17,96","48,205","15,731","2084,213372","2343,43",8,30,2017,"35,4423",
Algoa Voyage 242,SML003,2017-08-30,"-34,27","17,96","33,685","15,9575","2100,508957","2357,67",8,30,2017,"35,4627",
Algoa Voyage 242,SML003,2017-08-30,"-34,27","17,96","11,7","16,0489","2142,220789","2346,84",8,30,2017,"35,4638",
Algoa Voyage 242,SML003,2017-08-30,"-34,27","17,96","3,145","16,1322","2096,576938","2342,9",8,30,2017,"35,4648",
Algoa Voyage 242,SML002,2017-08-30,"-34,22","18,06983333","227,473","7,6877","2174,781556","2304,4",8,30,2017,"34,5553",
Algoa Voyage 242,SML002,2017-08-30,"-34,22","18,06983333","63,618","12,5227","2160,89788","2328,86",8,30,2017,"35,0946",
Algoa Voyage 242,SML002,2017-08-30,"-34,22","18,06983333","53,846","15,0249","2100,721773","2337,27",8,30,2017,"35,3561",
Algoa Voyage 242,SML002,2017-08-30,"-34,22","18,06983333","19,863","15,8828","2104,278831","2335,29",8,30,2017,"35,438",
Algoa Voyage 242,SML002,2017-08-30,"-34,22","18,06983333","10,653","15,9593","2088,155526","2341,74",8,30,2017,"35,4401",
Algoa Voyage 242,SML002,2017-08-30,"-34,22","18,06983333","3,626","15,944","2092,138215","2340,95",8,30,2017,"35,4401",
Algoa Voyage 242,SML001,2017-08-30,"-34,15016667","18,28933333","33,555","11,3247","2156,834118","2322,08",8,30,2017,"34,8975",
Algoa Voyage 242,SML001,2017-08-30,"-34,15016667","18,28933333","21,046","12,3268","2148,341767","2323,55",8,30,2017,"34,9723",
Algoa Voyage 242,SML001,2017-08-30,"-34,15016667","18,28933333","10,714","12,4709","2147,024338","2329,66",8,30,2017,"34,974",
Algoa Voyage 242,SML001,2017-08-30,"-34,15016667","18,28933333","2,093","12,5386","2142,899772","2317,16",8,30,2017,"34,9687",
Algoa 252,KML001,2018-08-21,"-29,380667","16,9205","26,384","10,5432","2310,903255","2329,05",8,21,2018,"34,8237",
Algoa 252,KML001,2018-08-21,"-29,380667","16,9205","18,922","10,7249","2307,606314","2311,81",8,21,2018,"34,8273",
Algoa 252,KML001,2018-08-21,"-29,380667","16,9205","11,997","11,0032","2288,812745","2312,94",8,21,2018,"34,8291",
Algoa 252,KML001,2018-08-21,"-29,380667","16,9205","1,874","11,0993","2284,053858","2319,81",8,21,2018,"34,8307",
Algoa 252,KML002,2018-08-21,"-29,417167","16,79183333","103,619","9,6627","2284,941109","2320,7",8,21,2018,"34,7602",
Algoa 252,KML002,2018-08-21,"-29,417167","16,79183333","51,709","10,1297","2217,02615","2304,51",8,21,2018,"34,8038",
Algoa 252,KML002,2018-08-21,"-29,417167","16,79183333","41,51","11,2471","2221,311164","2337,25",8,21,2018,"34,8776",
Algoa 252,KML002,2018-08-21,"-29,417167","16,79183333","19,32","12,2534","2182,312492","2289,68",8,21,2018,"34,9182",
Algoa 252,KML002,2018-08-21,"-29,417167","16,79183333","4,703","12,2927","2144,624529","2302,29",8,21,2018,"34,9177",
Algoa 252,KML003,2018-08-22,"-29,5115","16,41133333","154,904","9,3701","2275,130946","2332,75",8,22,2018,"34,7245",
Algoa 252,KML003,2018-08-22,"-29,5115","16,41133333","81,567","10,0944","2283,21702","2322,01",8,22,2018,"34,8074",
Algoa 252,KML003,2018-08-22,"-29,5115","16,41133333","47,915","10,9605","2192,606609","2330,16",8,22,2018,"34,894",
Algoa 252,KML003,2018-08-22,"-29,5115","16,41133333","16,593","12,4502","2172,925789","2360,08",8,22,2018,"34,9669",
Algoa 252,KML003,2018-08-22,"-29,5115","16,41133333","10,864","13,3447","2152,831592","2357,42",8,22,2018,"35,0002",
Algoa 252,KML003,2018-08-22,"-29,5115","16,41133333","3,334","13,3523","2053,328515","2296,69",8,22,2018,"35,002",
Algoa 252,KML004,2018-08-22,"-29,657667","15,93783333","183,175","8,7698","1945,779694","2303,26",8,22,2018,"34,6578",
Algoa 252,KML004,2018-08-22,"-29,657667","15,93783333","152,73","9,3819","2074,410787","2336,41",8,22,2018,"34,7184",
Algoa 252,KML004,2018-08-22,"-29,657667","15,93783333","94,162","12,1491","1803,103836","2335,08",8,22,2018,"34,944",
Algoa 252,KML004,2018-08-22,"-29,657667","15,93783333","72,815","12,9965","2177,442699","2326,86",8,22,2018,"34,9881",
Algoa 252,KML004,2018-08-22,"-29,657667","15,93783333","26,747","13,7338","2129,16823","2308,72",8,22,2018,"35,0409",
Algoa 252,KML004,2018-08-22,"-29,657667","15,93783333","2,403","13,7299","2115,123465","2301,03",8,22,2018,"35,0385",
Algoa 252,KML005,2018-08-22,"-29,811","15,397","195,597","9,3069","2218,395072","2299,39",8,22,2018,"34,7126",
Algoa 252,KML005,2018-08-22,"-29,811","15,397","158,729","9,4075","2222,53745","2297,81",8,22,2018,"34,7236",
Algoa 252,KML005,2018-08-22,"-29,811","15,397","102,01","11,0918","2202,886412","2325,12",8,22,2018,"34,8956",
Algoa 252,KML005,2018-08-22,"-29,811","15,397","69,024","13,5891","2146,873376","2331,61",8,22,2018,"35,1259",
Algoa 252,KML005,2018-08-22,"-29,811","15,397","44,765","14,5673","2123,564921","2340,8",8,22,2018,"35,2487",
Algoa 252,KML005,2018-08-22,"-29,811","15,397","26,013","14,763","2107,369233","2347,77",8,22,2018,"35,2793",
Algoa 252,KML005,2018-08-22,"-29,811","15,397","10,767","14,8235","2104,934323","2344,75",8,22,2018,"35,2882",
Algoa 252,KML005,2018-08-22,"-29,811","15,397","5,586","14,8354","2113,592903","2309,76",8,22,2018,"35,2896",
Algoa 252,KML008,2018-08-22,"-30,012167","14,69566667","493,2","5,259","2037,292318","2324,24",8,22,2018,"34,3525",
Algoa 252,KML008,2018-08-22,"-30,012167","14,69566667","449,78","5,9076","2029,957277","2325,83",8,22,2018,"34,3792",
Algoa 252,KML008,2018-08-22,"-30,012167","14,69566667","401,105","7,0466","2019,591229","2307,36",8,22,2018,"34,481",
Algoa 252,KML008,2018-08-22,"-30,012167","14,69566667","300,395","9,4467","2025,784589","2327,08",8,22,2018,"34,7188",
Algoa 252,KML008,2018-08-22,"-30,012167","14,69566667","196,036","11,6981","2151,409785","2366,76",8,22,2018,"34,9798",
Algoa 252,KML008,2018-08-22,"-30,012167","14,69566667","81,5","14,2117","2190,954342","2359,54",8,22,2018,"35,2013",
Algoa 252,KML008,2018-08-22,"-30,012167","14,69566667","63,547","15,3927","2121,594766","2351,66",8,22,2018,"35,3843",
Algoa 252,KML008,2018-08-22,"-30,012167","14,69566667","29,66","15,404","2119,270993","2336,51",8,22,2018,"35,3856",
Algoa 252,KML008,2018-08-22,"-30,012167","14,69566667","12,003","15,4623","2055,852193","2351,38",8,22,2018,"35,3864",
Algoa 252,KML008,2018-08-22,"-30,012167","14,69566667","1,42","15,8088","2133,536939","2363,13",8,22,2018,"35,3876",
Algoa 252,KML010,2018-08-22,"-30,138167","14,22233333","1010,775","3,5256","2042,016951","2341,31",8,22,2018,"34,4937",
Algoa 252,KML010,2018-08-22,"-30,138167","14,22233333","492,884","6,7258","2185,208116","2304,1",8,22,2018,"34,4572",
Algoa 252,KML010,2018-08-22,"-30,138167","14,22233333","398,903","8,5045","2205,967462","2318,53",8,22,2018,"34,6254",
Algoa 252,KML010,2018-08-22,"-30,138167","14,22233333","300,427","10,0045","2190,171432","2333,34",8,22,2018,"34,7692",
Algoa 252,KML010,2018-08-22,"-30,138167","14,22233333","200,697","12,175","2178,009797","2344,92",8,22,2018,"35,0478",
Algoa 252,KML010,2018-08-22,"-30,138167","14,22233333","99,496","14,9114","2116,084124","2341,34",8,22,2018,"35,304",
Algoa 252,KML010,2018-08-22,"-30,138167","14,22233333","30,711","15,5391","2127,86319","2363,37",8,22,2018,"35,4218",
Algoa 252,KML010,2018-08-22,"-30,138167","14,22233333","22,999","15,5484","2059,19224","2370,63",8,22,2018,"35,4232",
Algoa 252,KML010,2018-08-22,"-30,138167","14,22233333","5,358","15,6172","2053,634936","2373,32",8,22,2018,"35,4271",
Algoa 252,NML009,2018-08-23,"-31,0185","15,32083333","1001,327","3,6335","2226,535524","2330,05",8,23,2018,"34,4699",
Algoa 252,NML009,2018-08-23,"-31,0185","15,32083333","502,816","5,6452","2210,044831","2326,39",8,23,2018,"34,3706",
Algoa 252,NML009,2018-08-23,"-31,0185","15,32083333","400,742","7,1434","2181,644193","2325,4",8,23,2018,"34,4943",
Algoa 252,NML009,2018-08-23,"-31,0185","15,32083333","300,388","8,3882","2264,580902","2325,84",8,23,2018,"34,6182",
Algoa 252,NML009,2018-08-23,"-31,0185","15,32083333","200,974","9,9254","2138,897256","2329,84",8,23,2018,"34,7747",
Algoa 252,NML009,2018-08-23,"-31,0185","15,32083333","150,792","12,2609","2172,402156","2324,07",8,23,2018,"35,0295",
Algoa 252,NML009,2018-08-23,"-31,0185","15,32083333","101,274","14,7173","2127,853123","2345,39",8,23,2018,"35,288",
Algoa 252,NML009,2018-08-23,"-31,0185","15,32083333","77,118","15,2046","2106,529992","2340,61",8,23,2018,"35,3646",
Algoa 252,NML009,2018-08-23,"-31,0185","15,32083333","38,291","15,2067","2145,833818","2402,02",8,23,2018,"35,3667",
Algoa 252,NML009,2018-08-23,"-31,0185","15,32083333","10,022","15,2025","2121,37967","2341,7",8,23,2018,"35,3628",
Algoa 252,NML009,2018-08-23,"-31,0185","15,32083333","5,083","15,2054","2096,069779","2341,93",8,23,2018,"35,3621",
Algoa 252,NML007,2018-08-23,"-30,967167","15,55533333","566,492","4,8332","2187,634576","2313,53",8,23,2018,"34,3567",
Algoa 252,NML007,2018-08-23,"-30,967167","15,55533333","400,781","6,2473","2197,592184","2309,71",8,23,2018,"34,4264",
Algoa 252,NML007,2018-08-23,"-30,967167","15,55533333","302,748","8,8544","2199,161807","2305,22",8,23,2018,"34,6552",
Algoa 252,NML007,2018-08-23,"-30,967167","15,55533333","200,754","10,3533","2172,828132","2313,15",8,23,2018,"34,8223",
Algoa 252,NML007,2018-08-23,"-30,967167","15,55533333","110,705","13,3036","2131,078159","2327,94",8,23,2018,"35,1283",
Algoa 252,NML007,2018-08-23,"-30,967167","15,55533333","90,654","14,6033","2099,315788","2344,41",8,23,2018,"35,2689",
Algoa 252,NML007,2018-08-23,"-30,967167","15,55533333","63,013","15,0318","2114,572124","2339,01",8,23,2018,"35,3288",
Algoa 252,NML007,2018-08-23,"-30,967167","15,55533333","40,146","15,0735","2080,750247","2341,5",8,23,2018,"35,3337",
Algoa 252,NML007,2018-08-23,"-30,967167","15,55533333","20,028","15,1032","2094,576926","2337,81",8,23,2018,"35,3356",
Algoa 252,NML007,2018-08-23,"-30,967167","15,55533333","11,129","15,1308","2106,114155","2344,74",8,23,2018,"35,3392",
Algoa 252,NML007,2018-08-23,"-30,967167","15,55533333","3,368","15,3316","2040,699866","2357,77",8,23,2018,"35,3377",
Algoa 252,NML005,2018-08-23,"-30,858667","16,01283333","214,428","9,9367","2147,964104","2308,31",8,23,2018,"34,7731",
Algoa 252,NML005,2018-08-23,"-30,858667","16,01283333","98,681","13,5606","2126,139345","2330,17",8,23,2018,"35,155",
Algoa 252,NML005,2018-08-23,"-30,858667","16,01283333","29,487","14,9164","2099,895649","2343,41",8,23,2018,"35,3017",
Algoa 252,NML005,2018-08-23,"-30,858667","16,01283333","3,291","15,0744","2092,617397","2326,16",8,23,2018,"35,306",
Algoa 252,NML004,2018-08-23,"-30,741833","16,53133333","235,679","9,3614","2203,320808","2310,07",8,23,2018,"34,7197",
Algoa 252,NML004,2018-08-23,"-30,741833","16,53133333","203,204","9,8063","2176,74719","2318,43",8,23,2018,"34,7527",
Algoa 252,NML004,2018-08-23,"-30,741833","16,53133333","101,675","12,6552","2129,398563","2330,71",8,23,2018,"35,0698",
Algoa 252,NML004,2018-08-23,"-30,741833","16,53133333","72,78","14,2531","2125,399523","2338,31",8,23,2018,"35,2235",
Algoa 252,NML004,2018-08-23,"-30,741833","16,53133333","9,132","15,1403","2073,002108","2324,01",8,23,2018,"35,3424",
Algoa 252,NML004,2018-08-23,"-30,741833","16,53133333","3,355","15,1435","2043,38922","2343,9",8,23,2018,"35,3422",
Algoa 252,NML003,2018-08-24,"-30,667167","16,87283333","189,27","8,3143","2007,655766","2329,56",8,24,2018,"34,6115",
Algoa 252,NML003,2018-08-24,"-30,667167","16,87283333","150,184","9,2202","2129,814689","2324,01",8,24,2018,"34,7076",
Algoa 252,NML003,2018-08-24,"-30,667167","16,87283333","100,414","9,8795","2015,401205","2317,96",8,24,2018,"34,7729",
Algoa 252,NML003,2018-08-24,"-30,667167","16,87283333","74,167","11,8661","2107,482511","2362,12",8,24,2018,"34,9935",
Algoa 252,NML003,2018-08-24,"-30,667167","16,87283333","50,427","14,8682","2071,065891","2350,67",8,24,2018,"35,3038",
Algoa 252,NML003,2018-08-24,"-30,667167","16,87283333","2,371","14,9364","2099,998267","2342,59",8,24,2018,"35,3129",
Algoa 252,NML002,2018-08-24,"-30,582833","17,267","129,752","9,0549","2211,960536","2318,05",8,24,2018,"34,6863",
Algoa 252,NML002,2018-08-24,"-30,582833","17,267","100,006","9,1905","2193,244905","2318,51",8,24,2018,"34,7044",
Algoa 252,NML002,2018-08-24,"-30,582833","17,267","30,575","10,3571","2054,831613","2338,64",8,24,2018,"34,8205",
Algoa 252,NML002,2018-08-24,"-30,582833","17,267","19,064","12,7018","2183,008068","2339,71",8,24,2018,"34,9311",
Algoa 252,NML002,2018-08-24,"-30,582833","17,267","10,224","12,7176","2014,436792","2311,52",8,24,2018,"34,9371",
Algoa 252,NML002,2018-08-24,"-30,582833","17,267","1,988","12,7832","2010,870475","2306,38",8,24,2018,"34,9372",
Algoa 252,NML001,2018-08-24,"-30,554","17,38716667","20,811","10,078","2028,681969","2335,08",8,24,2018,"34,7826",
Algoa 252,NML001,2018-08-24,"-30,554","17,38716667","14,792","10,4078","2008,84119","2342,27",8,24,2018,"34,7965",
Algoa 252,NML001,2018-08-24,"-30,554","17,38716667","9,939","10,7136","2053,756695","2328,47",8,24,2018,"34,8121",
Algoa 252,NML001,2018-08-24,"-30,554","17,38716667","5,626","10,7612","2026,632592","2322,88",8,24,2018,"34,8162",
Algoa 252,SHBML012,2018-08-24,"-32,7465","16,4335","1002,176","3,3927","2236,703746","2338,82",8,24,2018,"34,4894",
Algoa 252,SHBML012,2018-08-24,"-32,7465","16,4335","600,536","5,0809","2096,210939","2341,12",8,24,2018,"34,3455",
Algoa 252,SHBML012,2018-08-24,"-32,7465","16,4335","369,856","8,5082","2112,354803","2322,77",8,24,2018,"34,6269",
Algoa 252,SHBML012,2018-08-24,"-32,7465","16,4335","99,899","14,9246","2016,395755","2350,61",8,24,2018,"35,3057",
Algoa 252,SHBML012,2018-08-24,"-32,7465","16,4335","50,872","16,2308","2113,700962","2344,25",8,24,2018,"35,4892",
Algoa 252,SHBML012,2018-08-24,"-32,7465","16,4335","12,233","16,2978","2100,751715","2351,02",8,24,2018,"35,4943",
Algoa 252,SHBML012,2018-08-24,"-32,7465","16,4335","4,691","16,3072","2051,908238","2368,24",8,24,2018,"35,4984",
Algoa 252,SHBML008,2018-08-25,"-32,571167","17,19866667","276,332","5,8724","2055,532933","2324,56",8,25,2018,"34,3959",
Algoa 252,SHBML008,2018-08-25,"-32,571167","17,19866667","200,75","7,0741","2218,55083","2314,47",8,25,2018,"34,4876",
Algoa 252,SHBML008,2018-08-25,"-32,571167","17,19866667","138,268","9,159","2064,133951","2335,21",8,25,2018,"34,6992",
Algoa 252,SHBML008,2018-08-25,"-32,571167","17,19866667","101,475","11,543","2216,07189","2366,39",8,25,2018,"34,9455",
Algoa 252,SHBML008,2018-08-25,"-32,571167","17,19866667","76,988","14,0928","2116,5831","-9268,35",8,25,2018,"35,217",
Algoa 252,SHBML008,2018-08-25,"-32,571167","17,19866667","50,148","15,3717","2119,252728","2342,22",8,25,2018,"35,3865",
Algoa 252,SHBML008,2018-08-25,"-32,571167","17,19866667","30,685","15,8275","2112,578659","2373,38",8,25,2018,"35,4421",
Algoa 252,SHBML008,2018-08-25,"-32,571167","17,19866667","20,382","15,8866","2104,228546","2343,35",8,25,2018,"35,4506",
Algoa 252,SHBML008,2018-08-25,"-32,571167","17,19866667","11,869","15,8825","2085,119632","2345,39",8,25,2018,"35,4532",
Algoa 252,SHBML008,2018-08-25,"-32,571167","17,19866667","3,804","15,8797","2115,378757","2346,85",8,25,2018,"35,4514",
Algoa 252,SHBML007,2018-08-25,"-32,505667","17,42333333","231,062","6,5126","2197,836126","2318,41",8,25,2018,"34,4429",
Algoa 252,SHBML007,2018-08-25,"-32,505667","17,42333333","200,976","7,3942","2160,411159","2299,01",8,25,2018,"34,5054",
Algoa 252,SHBML007,2018-08-25,"-32,505667","17,42333333","140,554","9,4798","2194,022372","2320,45",8,25,2018,"34,724",
Algoa 252,SHBML007,2018-08-25,"-32,505667","17,42333333","99,612","10,6257","2137,649071","2310,81",8,25,2018,"34,8451",
Algoa 252,SHBML007,2018-08-25,"-32,505667","17,42333333","77,161","11,3451","2138,823306","2317,02",8,25,2018,"34,9372",
Algoa 252,SHBML007,2018-08-25,"-32,505667","17,42333333","50,161","13,9338","2124,923177","2332,34",8,25,2018,"35,2191",
Algoa 252,SHBML007,2018-08-25,"-32,505667","17,42333333","39,006","14,5718","2113,793038","2358,05",8,25,2018,"35,2995",
Algoa 252,SHBML007,2018-08-25,"-32,505667","17,42333333","19,849","15,6089","2087,136907","2346,58",8,25,2018,"35,4141",
Algoa 252,SHBML007,2018-08-25,"-32,505667","17,42333333","10,556","15,7803","2110,641673","2351,18",8,25,2018,"35,4371",
Algoa 252,SHBML007,2018-08-25,"-32,505667","17,42333333","4,72","15,7772","2088,592156","2346,59",8,25,2018,"35,4371",
Algoa 252,SHBML006,2018-08-25,"-32,461833","17,60833333","183,128","7,7537","2171,650579","2305,56",8,25,2018,"34,5586",
Algoa 252,SHBML006,2018-08-25,"-32,461833","17,60833333","101,012","9,8502","2177,41975","2313,08",8,25,2018,"34,7628",
Algoa 252,SHBML006,2018-08-25,"-32,461833","17,60833333","87,597","10,4825","2210,285932","2444,77",8,25,2018,"34,8429",
Algoa 252,SHBML006,2018-08-25,"-32,461833","17,60833333","70,337","11,6479","2169,328839","2338,89",8,25,2018,"34,9887",
Algoa 252,SHBML006,2018-08-25,"-32,461833","17,60833333","53,099","13,4833","2146,151648","2344,76",8,25,2018,"35,1614",
Algoa 252,SHBML006,2018-08-25,"-32,461833","17,60833333","42,845","15,2358","2109,214884","2357,5",8,25,2018,"35,3722",
Algoa 252,SHBML006,2018-08-25,"-32,461833","17,60833333","20,72","16,0681","2094,198958","2372,47",8,25,2018,"35,4774",
Algoa 252,SHBML006,2018-08-25,"-32,461833","17,60833333","9,952","16,0698","2051,020634","2367,6",8,25,2018,"35,4787",
Algoa 252,SHBML006,2018-08-25,"-32,461833","17,60833333","4,31","16,0645","2105,194555","2368,39",8,25,2018,"35,4784",
Algoa 252,SHBML005,2018-08-25,"-32,414","17,80983333","145,053","7,9241","2181,269214","2305,22",8,25,2018,"34,5771",
Algoa 252,SHBML005,2018-08-25,"-32,414","17,80983333","131,396","8,749","2042,155811","2346,45",8,25,2018,"34,6573",
Algoa 252,SHBML005,2018-08-25,"-32,414","17,80983333","100,141","9,8808","2179,671133","2319,19",8,25,2018,"34,7725",
Algoa 252,SHBML005,2018-08-25,"-32,414","17,80983333","79,877","10,9331","2190,636578","2336,79",8,25,2018,"34,887",
Algoa 252,SHBML005,2018-08-25,"-32,414","17,80983333","50,559","13,8794","2178,656001","2291,52",8,25,2018,"35,2037",
Algoa 252,SHBML005,2018-08-25,"-32,414","17,80983333","30,921","15,6919","2091,847066","2393,41",8,25,2018,"35,4261",
Algoa 252,SHBML005,2018-08-25,"-32,414","17,80983333","16,95","15,7007","2123,949386","2408,97",8,25,2018,"35,4292",
Algoa 252,SHBML005,2018-08-25,"-32,414","17,80983333","10,624","15,7014","2105,978519","2362,03",8,25,2018,"35,4293",
Algoa 252,SHBML005,2018-08-25,"-32,414","17,80983333","1,771","15,7068","2090,460053","2344,89",8,25,2018,"35,3673",
Algoa 252,SHBML004,2018-08-25,"-32,371333","17,99233333","102,997","8,2536","2203,882684","2299,59",8,25,2018,"34,6152",
Algoa 252,SHBML004,2018-08-25,"-32,371333","17,99233333","82,226","9,0899","2277,747659","2309,34",8,25,2018,"34,6993",
Algoa 252,SHBML004,2018-08-25,"-32,371333","17,99233333","50,607","10,5809","2213,349207","2308,45",8,25,2018,"34,841",
Algoa 252,SHBML004,2018-08-25,"-32,371333","17,99233333","35,357","12,3226","2164,279895","2320,49",8,25,2018,"35,0213",
Algoa 252,SHBML004,2018-08-25,"-32,371333","17,99233333","25,853","13,8871","2148,880483","2350,43",8,25,2018,"35,2068",
Algoa 252,SHBML004,2018-08-25,"-32,371333","17,99233333","20,353","14,1042","2122,558933","2323,43",8,25,2018,"35,2303",
Algoa 252,SHBML004,2018-08-25,"-32,371333","17,99233333","10,377","14,7458","2126,413806","2337,64",8,25,2018,"35,2975",
Algoa 252,SHBML004,2018-08-25,"-32,371333","17,99233333","1,927","14,7422","2117,649994","2340,96",8,25,2018,"35,297",
Algoa 252,SHBML003,2018-08-25,"-32,329833","18,17783333","69,653","10,0535","2302,493128","2321,38",8,25,2018,"34,8052",
Algoa 252,SHBML003,2018-08-25,"-32,329833","18,17783333","59,888","10,1523","2274,224065","2301,45",8,25,2018,"34,8139",
Algoa 252,SHBML003,2018-08-25,"-32,329833","18,17783333","50,285","10,3008","2283,379386","2308,47",8,25,2018,"34,8255",
Algoa 252,SHBML003,2018-08-25,"-32,329833","18,17783333","30,392","11,1318","2261,494955","2300,73",8,25,2018,"34,8698",
Algoa 252,SHBML003,2018-08-25,"-32,329833","18,17783333","18,528","12,8804","2207,506666","2334,56",8,25,2018,"34,9163",
Algoa 252,SHBML003,2018-08-25,"-32,329833","18,17783333","11,974","13,3492","2161,770212","2327,72",8,25,2018,"34,9255",
Algoa 252,SHBML003,2018-08-25,"-32,329833","18,17783333","1,154","13,3679","2099,580281","2363,45",8,25,2018,"34,6284",
Algoa 252,SHBML002,2018-08-25,"-32,308333","18,2745","28,821","10,9361","2247,737722","2319,42",8,25,2018,"34,8556",
Algoa 252,SHBML002,2018-08-25,"-32,308333","18,2745","23,374","11,2638","2255,262257","2308,18",8,25,2018,"34,8708",
Algoa 252,SHBML002,2018-08-25,"-32,308333","18,2745","19,87","11,6907","2233,957729","2312,91",8,25,2018,"34,8856",
Algoa 252,SHBML002,2018-08-25,"-32,308333","18,2745","15,718","12,3226","2188,65063","2320,6",8,25,2018,"34,8973",
Algoa 252,SHBML002,2018-08-25,"-32,308333","18,2745","10,14","12,9914","2078,220823","2361,65",8,25,2018,"34,91",
Algoa 252,SHBML002,2018-08-25,"-32,308333","18,2745","7,482","12,959","2202,510565","2335,44",8,25,2018,"34,9111",
Algoa 252,SHBML002,2018-08-25,"-32,308333","18,2745","1,246","13,0539","2148,989431","2366,91",8,25,2018,"34,9136",
Algoa 252,SHBML001,2018-08-25,"-32,298","18,31016667","21,159","12,6771","2202,740398","2232,54",8,25,2018,"34,9067",
Algoa 252,SHBML001,2018-08-25,"-32,298","18,31016667","9,773","12,741","2173,341747","2228,91",8,25,2018,"34,9072",
Algoa 252,SHBML001,2018-08-25,"-32,298","18,31016667","3,077","12,7418","2182,285252","2231,74",8,25,2018,"34,9076",
RV Algoa V262,KML001,2019-08-14,"-29,38316667","16,922","24,199","10,1464","2305,488838","2322,14",8,14,2019,"34,7645",
RV Algoa V262,KML001,2019-08-14,"-29,38316667","16,922","15,291","10,3445","2338,654823","2326,11",8,14,2019,"34,7662",
RV Algoa V262,KML001,2019-08-14,"-29,38316667","16,922","10,984","10,3558","2308,613096","2319,46",8,14,2019,"34,7656",
RV Algoa V262,KML001,2019-08-14,"-29,38316667","16,922","6,842","10,3592","2309,335644","2320,18",8,14,2019,"34,7652",
RV Algoa V262,KML002,2019-08-14,"-29,41766667","16,79233333","108,796","9,6189","2292,075899","2304,25",8,14,2019,"34,7442",
RV Algoa V262,KML002,2019-08-14,"-29,41766667","16,79233333","49,061","10,0559","2163,737071","2312,16",8,14,2019,"34,7855",
RV Algoa V262,KML002,2019-08-14,"-29,41766667","16,79233333","43,196","11,1006","2194,348695","2292,2",8,14,2019,"34,8468",
RV Algoa V262,KML002,2019-08-14,"-29,41766667","16,79233333","30,214","11,7523","2209,206731","2317,68",8,14,2019,"34,8204",
RV Algoa V262,KML002,2019-08-14,"-29,41766667","16,79233333","21,077","11,8613","2214,345983","2313,89",8,14,2019,"34,8161",
RV Algoa V262,KML002,2019-08-14,"-29,41766667","16,79233333","9,657","11,8486","2197,8902","2316,12",8,14,2019,"34,8158",
RV Algoa V262,KML002,2019-08-14,"-29,41766667","16,79233333","7,112","11,8519","2208,331532","2316,74",8,14,2019,"34,8161",
RV Algoa V262,KML003,2019-08-14,"-29,51116667","16,413","148,406","9,051","2264,038989","2311,14",8,14,2019,"34,6838",
RV Algoa V262,KML003,2019-08-14,"-29,51116667","16,413","101,382","9,5698","2234,434862","2306,93",8,14,2019,"34,736",
RV Algoa V262,KML003,2019-08-14,"-29,51116667","16,413","45,096","12,2077","2171,471391","2316,82",8,14,2019,"34,9267",
RV Algoa V262,KML003,2019-08-14,"-29,51116667","16,413","35,484","13,4418","2148,522849","2329,67",8,14,2019,"35,0064",
RV Algoa V262,KML003,2019-08-14,"-29,51116667","16,413","24,037","13,699","2117,64663","2329,18",8,14,2019,"35,0271",
RV Algoa V262,KML003,2019-08-14,"-29,51116667","16,413","16,128","13,6925","2107,693781","2333,97",8,14,2019,"35,0274",
RV Algoa V262,KML003,2019-08-14,"-29,51116667","16,413","9,152","13,6989","2117,310798","2333,78",8,14,2019,"35,0282",
RV Algoa V262,KML004,2019-08-15,"-29,65783333","15,93666667","183,29","9,2647","2217,784242","2304,86",8,15,2019,"34,7056",
RV Algoa V262,KML004,2019-08-15,"-29,65783333","15,93666667","136,143","9,4726","2217,753766","2305,61",8,15,2019,"34,7273",
RV Algoa V262,KML004,2019-08-15,"-29,65783333","15,93666667","98,759","10,3691","2185,428667","2311,49",8,15,2019,"34,8232",
