Voyage Number,Grid No,Date,Latitude,Longitude,Pressure [db],Temp [°C-T090],DIC [umol/kg],TA [umol/kg],Month,Day,Year,Salinity [PSU],Depth [m]
Algoa V209,KML003,2014-08-07,"-29,510833","16,41183333","145,74","9,4681","2205,16","2299,02",8,7,2014,,
Algoa V209,KML003,2014-08-07,"-29,510833","16,41183333","101,52","9,5534","2221,03","2301,27",8,7,2014,,
Algoa V209,KML003,2014-08-07,"-29,510833","16,41183333","56,773","10,8296","2173,81","2303,64",8,7,2014,,
Algoa V209,KML003,2014-08-07,"-29,510833","16,41183333","30,234","12,9749","2131,65","2317,86",8,7,2014,,
Algoa V209,KML003,2014-08-07,"-29,510833","16,41183333","22,506","13,4255","2104,1","2315,26",8,7,2014,,
Algoa V209,KML003,2014-08-07,"-29,510833","16,41183333","12,34","13,5057","2098,4","2313,47",8,7,2014,,
Algoa V209,KML003,2014-08-07,"-29,510833","16,41183333","3,623","13,5308","2090,56","2315,09",8,7,2014,,
Algoa V209,KML004,2014-08-07,"-29,6575","15,9365","185,052","9,4242","2205,2","2303,98",8,7,2014,,
Algoa V209,KML004,2014-08-07,"-29,6575","15,9365","99,904","10,4181","2170,66","2298,79",8,7,2014,,
Algoa V209,KML004,2014-08-07,"-29,6575","15,9365","47,187","14,0475","2096,1","2319,57",8,7,2014,,
Algoa V209,KML004,2014-08-07,"-29,6575","15,9365","31,681","14,4528","2074,94","2320,58",8,7,2014,,
Algoa V209,KML004,2014-08-07,"-29,6575","15,9365","20,105","14,6797","2074,75","2316,64",8,7,2014,,
Algoa V209,KML004,2014-08-07,"-29,6575","15,9365","10,65","14,6989","2066,33","2314,26",8,7,2014,,
Algoa V209,KML005,2014-08-08,"-29,809167","15,3985","44,836","13,9182","2057,33","2298,15",8,8,2014,,
Algoa V209,KML005,2014-08-08,"-29,809167","15,3985","9,026","15,0394","2047,15","2301,97",8,8,2014,,
Algoa V209,KML006,2014-08-08,"-29,863","15,179","265,623","8,6637","2174,94","2294,53",8,8,2014,,
Algoa V209,KML006,2014-08-08,"-29,863","15,179","208,422","9,5289","2192,2","2297,36",8,8,2014,,
Algoa V209,KML006,2014-08-08,"-29,863","15,179","119,092","10,5507","2157,78","2299,19",8,8,2014,,
Algoa V209,KML006,2014-08-08,"-29,863","15,179","51,777","13,5034","2115,24","2312,93",8,8,2014,,
Algoa V209,KML006,2014-08-08,"-29,863","15,179","36,574","14,8029",2100,"2317,62",8,8,2014,,
Algoa V209,KML006,2014-08-08,"-29,863","15,179","21,99","15,2678","2071,99","2320,08",8,8,2014,,
Algoa V209,KML006,2014-08-08,"-29,863","15,179","8,877","15,2683","2072,29","2327,59",8,8,2014,,
Algoa V209,KML006,2014-08-08,"-29,863","15,179","5,214","15,2639","2075,11","2321,01",8,8,2014,,
Algoa V209,KML007,2014-08-08,"-29,931333","14,9525","422,248","6,2623","2164,06","2293,94",8,8,2014,,
Algoa V209,KML007,2014-08-08,"-29,931333","14,9525","355,454","6,7353","2175,63","2290,01",8,8,2014,,
Algoa V209,KML007,2014-08-08,"-29,931333","14,9525","317,298","8,7356","2188,94","2293,79",8,8,2014,,
Algoa V209,KML007,2014-08-08,"-29,931333","14,9525","222,964","10,0631","2169,25","2297,46",8,8,2014,,
Algoa V209,KML007,2014-08-08,"-29,931333","14,9525","96,92","13,4028","2123,41","2312,37",8,8,2014,,
Algoa V209,KML007,2014-08-08,"-29,931333","14,9525","48,336","16,4503","2071,15","2328,47",8,8,2014,,
Algoa V209,KML007,2014-08-08,"-29,931333","14,9525","28,261","16,4823","2060,3","2327,83",8,8,2014,,
Algoa V209,KML007,2014-08-08,"-29,931333","14,9525","9,365","16,4908","2070,18","2328,15",8,8,2014,,
Algoa V209,KML007,2014-08-08,"-29,931333","14,9525","3,732","16,4898","2060,7","2327,92",8,8,2014,,
Algoa V209,KML008,2014-08-08,"-30,007167","14,69583333","490,979","6,1495","2171,34","2291,41",8,8,2014,,
Algoa V209,KML008,2014-08-08,"-30,007167","14,69583333","419,389","7,4127","2163,87","2291,46",8,8,2014,,
Algoa V209,KML008,2014-08-08,"-30,007167","14,69583333","302,704","10,0735","2142,64","2301,27",8,8,2014,,
Algoa V209,KML008,2014-08-08,"-30,007167","14,69583333","207,849","12,3879","2123,19","2312,16",8,8,2014,,
Algoa V209,KML008,2014-08-08,"-30,007167","14,69583333","79,231","16,0949","2085,55","2333,23",8,8,2014,,
Algoa V209,KML008,2014-08-08,"-30,007167","14,69583333","42,516","16,8463","2062,76","2340,1",8,8,2014,,
Algoa V209,KML008,2014-08-08,"-30,007167","14,69583333","25,837","16,8579","2061,78","2336,06",8,8,2014,,
Algoa V209,KML008,2014-08-08,"-30,007167","14,69583333","12,412","16,8987","2059,83","2338,77",8,8,2014,,
Algoa V209,KML009,2014-08-08,"-30,0665","14,46333333","837,013","4,3417","2199,83","2299,65",8,8,2014,,
Algoa V209,KML009,2014-08-08,"-30,0665","14,46333333","707,999","4,9398","2198,68","2295,66",8,8,2014,,
Algoa V209,KML009,2014-08-08,"-30,0665","14,46333333","503,188","7,6851","2165,93","2294,02",8,8,2014,,
Algoa V209,KML009,2014-08-08,"-30,0665","14,46333333","200,218","13,0525","2111,64","2315,65",8,8,2014,,
Algoa V209,KML009,2014-08-08,"-30,0665","14,46333333","123,435","15,2025","2102,36","2326,89",8,8,2014,,
Algoa V209,KML009,2014-08-08,"-30,0665","14,46333333","83,789","16,8169","2070,64","2333,38",8,8,2014,,
Algoa V209,KML009,2014-08-08,"-30,0665","14,46333333","39,506","16,8491","2055,9","2340,32",8,8,2014,,
Algoa V209,KML009,2014-08-08,"-30,0665","14,46333333","19,368","16,9066","2066,95","2334,71",8,8,2014,,
Algoa V209,KML009,2014-08-08,"-30,0665","14,46333333","12,317","16,937","2059,35","2340,62",8,8,2014,,
Algoa V209,KML010,2014-08-08,"-30,1325","14,22116667","1001,806","3,5477","2204,91","2315,86",8,8,2014,,
Algoa V209,KML010,2014-08-08,"-30,1325","14,22116667","747,005","4,6446","2189,48","2294,39",8,8,2014,,
Algoa V209,KML010,2014-08-08,"-30,1325","14,22116667","346,036","10,5399","2106,49","2301,27",8,8,2014,,
Algoa V209,KML010,2014-08-08,"-30,1325","14,22116667","176,273","14,4808","2098,85","2322,41",8,8,2014,,
Algoa V209,KML010,2014-08-08,"-30,1325","14,22116667","144,493","15,5778","2086,14","2327,58",8,8,2014,,
Algoa V209,KML010,2014-08-08,"-30,1325","14,22116667","62,913","16,8014","2055,81","2331,75",8,8,2014,,
Algoa V209,KML010,2014-08-08,"-30,1325","14,22116667","44,614","16,8226","2057,47","2341,77",8,8,2014,,
Algoa V209,KML010,2014-08-08,"-30,1325","14,22116667","29,597","16,8847","2062,59","2337,37",8,8,2014,,
Algoa V209,KML010,2014-08-08,"-30,1325","14,22116667","8,323","16,8798","2054,66","2333,23",8,8,2014,,
Algoa V209,KML010,2014-08-08,"-30,1325","14,22116667","4,165","16,8782",2055,"2334,5",8,8,2014,,
Algoa V209,NML010,2014-08-09,"-31,068333","15,1135","1000,431","3,311","2203,7","2309,53",8,9,2014,,
Algoa V209,NML010,2014-08-09,"-31,068333","15,1135","621,85","4,6392","2189,57","2287,72",8,9,2014,,
Algoa V209,NML010,2014-08-09,"-31,068333","15,1135","330,071","9,0244","2159,36","2290,22",8,9,2014,,
Algoa V209,NML010,2014-08-09,"-31,068333","15,1135","199,717","11,6302","2126,88","2306,54",8,9,2014,,
Algoa V209,NML010,2014-08-09,"-31,068333","15,1135","114,517","13,6159","2120,32","2315,44",8,9,2014,,
Algoa V209,NML010,2014-08-09,"-31,068333","15,1135","80,556","15,4958","2092,06","2319,78",8,9,2014,,
Algoa V209,NML010,2014-08-09,"-31,068333","15,1135","52,29","16,6251","2057,91","2329,34",8,9,2014,,
Algoa V209,NML010,2014-08-09,"-31,068333","15,1135","29,729","16,6256","2054,39","2326,88",8,9,2014,,
Algoa V209,NML010,2014-08-09,"-31,068333","15,1135","10,872","16,6165","2054,72","2330,87",8,9,2014,,
Algoa V209,NML010,2014-08-09,"-31,068333","15,1135","4,279","16,618","2058,19","2329,5",8,9,2014,,
Algoa V209,NML009,2014-08-09,"-31,018333","15,32083333","1093,739","3,2708","2213,45","2327,54",8,9,2014,,
Algoa V209,NML009,2014-08-09,"-31,018333","15,32083333","1019,053","3,3684","2235,2","2323,52",8,9,2014,,
Algoa V209,NML009,2014-08-09,"-31,018333","15,32083333","533,819","5,7061","2191,58","2294,09",8,9,2014,,
Algoa V209,NML009,2014-08-09,"-31,018333","15,32083333","330,525","9,0258","2164,97","2302,24",8,9,2014,,
Algoa V209,NML009,2014-08-09,"-31,018333","15,32083333","191,165","11,4525","2138,64","2311,74",8,9,2014,,
Algoa V209,NML009,2014-08-09,"-31,018333","15,32083333","103,697","14,172","2116,79","2322,55",8,9,2014,,
Algoa V209,NML009,2014-08-09,"-31,018333","15,32083333","39,701","16,3938","2073,7","2331,52",8,9,2014,,
Algoa V209,NML009,2014-08-09,"-31,018333","15,32083333","20,44","16,391","2062,02","2335,85",8,9,2014,,
Algoa V209,NML009,2014-08-09,"-31,018333","15,32083333","5,088","16,3826","2063,57","2336,95",8,9,2014,,
Algoa V209,NML008,2014-08-09,"-30,989833","15,4635","785,296","4,347","2202,53","2308,15",8,9,2014,,
Algoa V209,NML008,2014-08-09,"-30,989833","15,4635","508,216","5,5427","2183,38","2297,36",8,9,2014,,
Algoa V209,NML008,2014-08-09,"-30,989833","15,4635","310,946","9,231","2145,44","2303,24",8,9,2014,,
Algoa V209,NML008,2014-08-09,"-30,989833","15,4635","180,063","11,1944","2139,48","2312,02",8,9,2014,,
Algoa V209,NML008,2014-08-09,"-30,989833","15,4635","105,975","14,4273","2108,67","2319,21",8,9,2014,,
Algoa V209,NML008,2014-08-09,"-30,989833","15,4635","64,718","16,5049","2069,02","2339,02",8,9,2014,,
Algoa V209,NML008,2014-08-09,"-30,989833","15,4635","39,089","16,5595","2059,55","2335,3",8,9,2014,,
Algoa V209,NML008,2014-08-09,"-30,989833","15,4635","18,706","16,6893","2059,22","2334,78",8,9,2014,,
Algoa V209,NML008,2014-08-09,"-30,989833","15,4635","7,642","16,7019","2054,42","2342,9",8,9,2014,,
Algoa V209,NML007,2014-08-09,"-30,9665","15,56133333","557,162","5,3242","2146,09","2300,69",8,9,2014,,
Algoa V209,NML007,2014-08-09,"-30,9665","15,56133333","461,611","6,1717","2175,17","2296,62",8,9,2014,,
Algoa V209,NML007,2014-08-09,"-30,9665","15,56133333","295,833","9,5355","2168,93","2304,79",8,9,2014,,
Algoa V209,NML007,2014-08-09,"-30,9665","15,56133333","192,796","10,9058","2142,75","2312,75",8,9,2014,,
Algoa V209,NML007,2014-08-09,"-30,9665","15,56133333","81,688","16,1019","2083,96","2332,14",8,9,2014,,
Algoa V209,NML007,2014-08-09,"-30,9665","15,56133333","45,627","16,4248","2060,23","2345,37",8,9,2014,,
Algoa V209,NML007,2014-08-09,"-30,9665","15,56133333","33,015","16,4766","2057,8","2335,33",8,9,2014,,
Algoa V209,NML007,2014-08-09,"-30,9665","15,56133333","20,331","16,5698","2059,8","2336,73",8,9,2014,,
Algoa V209,NML007,2014-08-09,"-30,9665","15,56133333","9,849","16,6542","2056,44","2343,17",8,9,2014,,
Algoa V209,NML007,2014-08-09,"-30,9665","15,56133333","3,599","16,6434","2052,11","2342,4",8,9,2014,,
Algoa V209,NML006,2014-08-09,"-30,925667","15,72916667","245,189","10,2092","2145,36","2313,11",8,9,2014,,
Algoa V209,NML006,2014-08-09,"-30,925667","15,72916667","151,204","10,9363","2148,13","2312,19",8,9,2014,,
Algoa V209,NML006,2014-08-09,"-30,925667","15,72916667","96,658","14,1006","2119,25","2329,1",8,9,2014,,
Algoa V209,NML006,2014-08-09,"-30,925667","15,72916667","64,569","16,3106","2067,99","2339,95",8,9,2014,,
Algoa V209,NML006,2014-08-09,"-30,925667","15,72916667","35,979","16,4081","2065,04","2337,99",8,9,2014,,
Algoa V209,NML006,2014-08-09,"-30,925667","15,72916667","22,184","16,4181","2050,81","2335,75",8,9,2014,,
Algoa V209,NML006,2014-08-09,"-30,925667","15,72916667","14,971","16,4243","2056,55","2339,24",8,9,2014,,
Algoa V209,NML006,2014-08-09,"-30,925667","15,72916667","3,96","16,5467","2056,44","2342,33",8,9,2014,,
Algoa V209,NML005,2014-08-09,"-30,857333","16,01433333","214,12","10,6378","2143,36","2309,54",8,9,2014,,
Algoa V209,NML005,2014-08-09,"-30,857333","16,01433333","100,961","14,6546","2108,29","2329,73",8,9,2014,,
Algoa V209,NML005,2014-08-09,"-30,857333","16,01433333","60,992","16,472","2061,75","2339,17",8,9,2014,,
Algoa V209,NML005,2014-08-09,"-30,857333","16,01433333","10,366","16,7556","2055,67","2332,13",8,9,2014,,
Algoa V209,NML005,2014-08-09,"-30,857333","16,01433333","4,876","16,7485","2057,03","2331,57",8,9,2014,,
Algoa V209,NML004,2014-08-09,"-30,743833","16,52966667","236,606","8,1265","2172,68","2298,94",8,9,2014,,
Algoa V209,NML004,2014-08-09,"-30,743833","16,52966667","185,341","9,0374","2190,05","2303,31",8,9,2014,,
Algoa V209,NML004,2014-08-09,"-30,743833","16,52966667","99,633","10,9038","2147,75","2314,27",8,9,2014,,
Algoa V209,NML004,2014-08-09,"-30,743833","16,52966667","57,504","12,7105","2142,56","2317,76",8,9,2014,,
Algoa V209,NML004,2014-08-09,"-30,743833","16,52966667","39,432","14,3799","2111,75","2336,09",8,9,2014,,
Algoa V209,NML004,2014-08-09,"-30,743833","16,52966667","19,199","15,7504","2072,85","2328,84",8,9,2014,,
Algoa V209,NML004,2014-08-09,"-30,743833","16,52966667","11,237","16,1902","2062,55","2326,21",8,9,2014,,
Algoa V209,NML004,2014-08-09,"-30,743833","16,52966667","4,862","16,2092","2056,27","2339,53",8,9,2014,,
Algoa V209,NML003,2014-08-09,"-30,670833","16,87333333","192,975","8,4189","2197,46","2305,95",8,9,2014,,
Algoa V209,NML003,2014-08-09,"-30,670833","16,87333333","160,346","8,646","2203,03","2304,89",8,9,2014,,
Algoa V209,NML003,2014-08-09,"-30,670833","16,87333333","89,808","9,802","2219,4","2304,59",8,9,2014,,
Algoa V209,NML003,2014-08-09,"-30,670833","16,87333333","51,534","11,7783","2183,58","2306,62",8,9,2014,,
Algoa V209,NML003,2014-08-09,"-30,670833","16,87333333","33,633","12,8952","2142,75","2318,88",8,9,2014,,
Algoa V209,NML003,2014-08-09,"-30,670833","16,87333333","18,464","14,4583","2090,92","2336,25",8,9,2014,,
Algoa V209,NML003,2014-08-09,"-30,670833","16,87333333","9,889","14,7284","2066,48","2328,87",8,9,2014,,
Algoa V209,NML002,2014-08-09,"-30,582667","17,26483333","129,835","9,7292","2252,3","2316,78",8,9,2014,,
Algoa V209,NML002,2014-08-09,"-30,582667","17,26483333","99,25","9,9829","2276,42","2311,87",8,9,2014,,
Algoa V209,NML002,2014-08-09,"-30,582667","17,26483333","51,977","11,2484","2226,01","2307,1",8,9,2014,,
Algoa V209,NML002,2014-08-09,"-30,582667","17,26483333","29,851","12,1634","2163,8","2314,18",8,9,2014,,
Algoa V209,NML002,2014-08-09,"-30,582667","17,26483333","20,87","12,5335","2133,18","2314,57",8,9,2014,,
Algoa V209,NML002,2014-08-09,"-30,582667","17,26483333","11,688","12,984","2115,31","2307,18",8,9,2014,,
Algoa V209,NML002,2014-08-09,"-30,582667","17,26483333","4,168","13,042","2116,83","2309,08",8,9,2014,,
Algoa V209,SHBML012,2014-08-10,"-32,746167","16,43466667","1213,484","3,0714","2218,79","2327,9",8,10,2014,,
Algoa V209,SHBML012,2014-08-10,"-32,746167","16,43466667","996,291","3,4651","2239,11","2321,04",8,10,2014,,
Algoa V209,SHBML012,2014-08-10,"-32,746167","16,43466667","706,647","4,5035","2202,64","2304,71",8,10,2014,,
Algoa V209,SHBML012,2014-08-10,"-32,746167","16,43466667","563,669","5,7515","2185,77","2292,05",8,10,2014,,
Algoa V209,SHBML012,2014-08-10,"-32,746167","16,43466667","315,671","10,9652","2144,44","2307,62",8,10,2014,,
Algoa V209,SHBML012,2014-08-10,"-32,746167","16,43466667","203,567","12,7132","2125,81","2313,81",8,10,2014,,
Algoa V209,SHBML012,2014-08-10,"-32,746167","16,43466667","110,024","15,8461","2093,34","2332,35",8,10,2014,,
Algoa V209,SHBML012,2014-08-10,"-32,746167","16,43466667","63,296","16,81","2069,32","2337,39",8,10,2014,,
Algoa V209,SHBML012,2014-08-10,"-32,746167","16,43466667","31,931","16,8512","2062,94","2333,85",8,10,2014,,
Algoa V209,SHBML012,2014-08-10,"-32,746167","16,43466667","19,361","16,8917","2058,57","2333,33",8,10,2014,,
Algoa V209,SHBML012,2014-08-10,"-32,746167","16,43466667","11,405","17,0057","2056,52","2333,86",8,10,2014,,
Algoa V209,SHBML012,2014-08-10,"-32,746167","16,43466667","5,851","17,1471","2057,28","2329,61",8,10,2014,,
Algoa V209,SHBML011,2014-08-10,"-32,7005","16,62033333","555,273","5,7129","2166,89","2292,6",8,10,2014,,
Algoa V209,SHBML011,2014-08-10,"-32,7005","16,62033333","499,284","6,5594","2169,01","2291,41",8,10,2014,,
Algoa V209,SHBML011,2014-08-10,"-32,7005","16,62033333","315,639","9,7557","2154,09","2300,62",8,10,2014,,
Algoa V209,SHBML011,2014-08-10,"-32,7005","16,62033333","50,703","16,8009","2070,83","2327,19",8,10,2014,,
Algoa V209,SHBML011,2014-08-10,"-32,7005","16,62033333","32,317","16,9544","2063,78","2328,46",8,10,2014,,
Algoa V209,SHBML011,2014-08-10,"-32,7005","16,62033333","23,605","17,047","2051,7","2327,99",8,10,2014,,
Algoa V209,SHBML011,2014-08-10,"-32,7005","16,62033333","14,12","17,0955","2054,41","2331,06",8,10,2014,,
Algoa V209,SHBML011,2014-08-10,"-32,7005","16,62033333","3,412","17,2418","2059,58","2326,17",8,10,2014,,
Algoa V209,SHBML010,2014-08-10,"-32,655833","16,808","195,229","8,9842","2157,35","2298,87",8,10,2014,,
Algoa V209,SHBML010,2014-08-10,"-32,655833","16,808","132,773","10,5879","2161,83","2309,33",8,10,2014,,
Algoa V209,SHBML010,2014-08-10,"-32,655833","16,808","82,729","14,0079","2115,49","2318,76",8,10,2014,,
Algoa V209,SHBML010,2014-08-10,"-32,655833","16,808","49,186","15,3813","2073,76","2326,37",8,10,2014,,
Algoa V209,SHBML010,2014-08-10,"-32,655833","16,808","30,641","15,4462","2069,99","2330,12",8,10,2014,,
Algoa V209,SHBML009,2014-08-10,"-32,614333","16,994","310,399","7,2343","2164,63","2295,05",8,10,2014,,
Algoa V209,SHBML009,2014-08-10,"-32,614333","16,994","199,086","8,8922","2159,98",2298,8,10,2014,,
Algoa V209,SHBML009,2014-08-10,"-32,614333","16,994","99,701","10,3167","2149,26","2304,92",8,10,2014,,
Algoa V209,SHBML009,2014-08-10,"-32,614333","16,994","81,052","10,6039","2138,47","2307,98",8,10,2014,,
Algoa V209,SHBML009,2014-08-10,"-32,614333","16,994","20,411","15,0465","2080,62","2322,74",8,10,2014,,
Algoa V209,SHBML009,2014-08-10,"-32,614333","16,994","9,001","15,3738","2055,59","2328,18",8,10,2014,,
Algoa V209,SHBML009,2014-08-10,"-32,614333","16,994","5,431","15,3778","2047,54","2325,4",8,10,2014,,
Algoa V209,SHBML008,2014-08-10,"-32,570833","17,19783333","281,724","7,0083","2172,57","2293,4",8,10,2014,,
Algoa V209,SHBML008,2014-08-10,"-32,570833","17,19783333","196,32","8,9465","2222,01","2296,53",8,10,2014,,
Algoa V209,SHBML008,2014-08-10,"-32,570833","17,19783333","105,478","11,5031","2142,38","2306,84",8,10,2014,,
Algoa V209,SHBML008,2014-08-10,"-32,570833","17,19783333","70,792","13,7936","2118,07","2318,92",8,10,2014,,
Algoa V209,SHBML008,2014-08-10,"-32,570833","17,19783333","50,126","16,1282","2073,64","2326,22",8,10,2014,,
Algoa V209,SHBML008,2014-08-10,"-32,570833","17,19783333","29,316","16,6288","2059,64","2329,28",8,10,2014,,
Algoa V209,SHBML008,2014-08-10,"-32,570833","17,19783333","21,544","16,7442","2053,22","2331,12",8,10,2014,,
Algoa V209,SHBML008,2014-08-10,"-32,570833","17,19783333","9,93","16,9799","2049,05","2331,04",8,10,2014,,
Algoa V209,SHBML008,2014-08-10,"-32,570833","17,19783333","6,117","17,0086","2049,53","2334,51",8,10,2014,,
Algoa V209,SHBML007,2014-08-10,"-32,504333","17,42183333","238,866","8,5035","2175,73","2297,32",8,10,2014,,
Algoa V209,SHBML007,2014-08-10,"-32,504333","17,42183333","151,936","9,6236","2192,27","2300,93",8,10,2014,,
Algoa V209,SHBML007,2014-08-10,"-32,504333","17,42183333","94,659","10,6332","2191,43","2306,5",8,10,2014,,
Algoa V209,SHBML007,2014-08-10,"-32,504333","17,42183333","61,524","12,9337","2153,2","2318,31",8,10,2014,,
Algoa V209,SHBML007,2014-08-10,"-32,504333","17,42183333","42,413","15,4895","2093,15","2326,79",8,10,2014,,
Algoa V209,SHBML007,2014-08-10,"-32,504333","17,42183333","32,472","16,1862","2072,4","2330,86",8,10,2014,,
Algoa V209,SHBML007,2014-08-10,"-32,504333","17,42183333","21,057","16,4967","2057,87","2333,73",8,10,2014,,
Algoa V209,SHBML007,2014-08-10,"-32,504333","17,42183333","9,594","16,6996","2052,32","2334,96",8,10,2014,,
Algoa V209,SHBML007,2014-08-10,"-32,504333","17,42183333","5,604","16,7129","2048,08","2335,05",8,10,2014,,
Algoa V209,SHBML006,2014-08-11,"-32,461167","17,6075","188,187","6,936","2186,15","2298,24",8,11,2014,,
Algoa V209,SHBML006,2014-08-11,"-32,461167","17,6075","149,299","9,278","2217,06",2298,8,11,2014,,
Algoa V209,SHBML006,2014-08-11,"-32,461167","17,6075","117,312","9,9648","2174,34","2304,89",8,11,2014,,
Algoa V209,SHBML006,2014-08-11,"-32,461167","17,6075","79,387","11,3592","2153,55","2321,27",8,11,2014,,
Algoa V209,SHBML006,2014-08-11,"-32,461167","17,6075","47,212","13,8992","2113,83","2319,64",8,11,2014,,
Algoa V209,SHBML006,2014-08-11,"-32,461167","17,6075","37,165","15,1435","2090,08","2325,6",8,11,2014,,
Algoa V209,SHBML006,2014-08-11,"-32,461167","17,6075","21,343","16,6011","2050,72","2333,39",8,11,2014,,
Algoa V209,SHBML006,2014-08-11,"-32,461167","17,6075","10,388","16,6721","2040,35","2333,64",8,11,2014,,
Algoa V209,SHBML006,2014-08-11,"-32,461167","17,6075","5,003","16,7146","2041,85","2333,79",8,11,2014,,
Algoa V209,SHBML005,2014-08-11,"-32,415833","17,806","151,288","6,6517","2174,01","2294,98",8,11,2014,,
Algoa V209,SHBML005,2014-08-11,"-32,415833","17,806","127,203","8,047","2217,69","2295,89",8,11,2014,,
Algoa V209,SHBML005,2014-08-11,"-32,415833","17,806","114,81","8,6233","2227,34","2298,38",8,11,2014,,
Algoa V209,SHBML005,2014-08-11,"-32,415833","17,806","68,276","11,7906","2170,31",2310,8,11,2014,,
Algoa V209,SHBML005,2014-08-11,"-32,415833","17,806","50,091","13,8614","2124,12","2318,76",8,11,2014,,
Algoa V209,SHBML005,2014-08-11,"-32,415833","17,806","31,771","15,6923","2088,67","2324,78",8,11,2014,,
Algoa V209,SHBML005,2014-08-11,"-32,415833","17,806","20,999","15,7783","2070,27","2328,63",8,11,2014,,
Algoa V209,SHBML005,2014-08-11,"-32,415833","17,806","11,887","15,6081","2068,08","2326,44",8,11,2014,,
Algoa V209,SHBML005,2014-08-11,"-32,415833","17,806","3,536","15,5575","2070,03","2325,68",8,11,2014,,
Algoa V209,SHBML004,2014-08-11,"-32,374167","17,992","101,561","9,34","2222,95","2304,16",8,11,2014,,
Algoa V209,SHBML004,2014-08-11,"-32,374167","17,992","78,628","10,3888","2213,54","2304,7",8,11,2014,,
Algoa V209,SHBML004,2014-08-11,"-32,374167","17,992","55,967","11,3077","2186,68","2311,52",8,11,2014,,
Algoa V209,SHBML004,2014-08-11,"-32,374167","17,992","41,394","12,1577","2177,34","2315,99",8,11,2014,,
Algoa V209,SHBML004,2014-08-11,"-32,374167","17,992","31,363","13,2102","2138,17","2316,81",8,11,2014,,
Algoa V209,SHBML004,2014-08-11,"-32,374167","17,992","24,608","14,1167","2119,42","2321,51",8,11,2014,,
Algoa V209,SHBML004,2014-08-11,"-32,374167","17,992","14,803","15,3233","2076,55","2323,78",8,11,2014,,
Algoa V209,SHBML004,2014-08-11,"-32,374167","17,992","3,752","15,3144","2063,11","2331,41",8,11,2014,,
Algoa V209,SHBML003,2014-08-11,"-32,330833","18,1785","69,614","10,8592","2237,33","2308,57",8,11,2014,,
Algoa V209,SHBML003,2014-08-11,"-32,330833","18,1785","49,349","11,9463","2218,17","2313,89",8,11,2014,,
Algoa V209,SHBML003,2014-08-11,"-32,330833","18,1785","32,775","12,7386","2160,15","2315,08",8,11,2014,,
Algoa V209,SHBML003,2014-08-11,"-32,330833","18,1785","22,423","12,9085","2133,29","2312,57",8,11,2014,,
Algoa V209,SHBML003,2014-08-11,"-32,330833","18,1785","14,953","13,627","2105,77","2305,1",8,11,2014,,
Algoa V209,SHBML003,2014-08-11,"-32,330833","18,1785","5,259","13,9308","2086,71","2298,18",8,11,2014,,
Algoa V209,SHBML002,2014-08-11,"-32,3085","18,275","30,867","12,2585","2172,69","2313,65",8,11,2014,,
Algoa V209,SHBML002,2014-08-11,"-32,3085","18,275","22,185","13,0311","2140,05","2311,84",8,11,2014,,
Algoa V209,SHBML002,2014-08-11,"-32,3085","18,275","17,022","13,2136","2133,87","2307,95",8,11,2014,,
Algoa V209,SHBML002,2014-08-11,"-32,3085","18,275","11,924","13,821","2097,19",2302,8,11,2014,,
Algoa V209,SHBML002,2014-08-11,"-32,3085","18,275","3,272","13,8403","2079,78","2298,02",8,11,2014,,
Algoa V209,SHBML001,2014-08-11,"-32,3","18,30783333","17,366","13,7356","2083,4","2307,12",8,11,2014,,
Algoa V209,SHBML001,2014-08-11,"-32,3","18,30783333","13,01","13,744","2079,95","2306,57",8,11,2014,,
Algoa V209,SHBML001,2014-08-11,"-32,3","18,30783333","2,829","13,7638","2078,14","2306,12",8,11,2014,,
Algoa V209,SHBML014,2014-08-11,"-32,668167","18,0885","18,985","13,6511","2109,13","2311,62",8,11,2014,,
Algoa V209,SHBML014,2014-08-11,"-32,668167","18,0885","13,64","13,7278","2094,71","2296,49",8,11,2014,,
Algoa V209,SHBML014,2014-08-11,"-32,668167","18,0885","3,938","13,8494","2060,7","2304,35",8,11,2014,,
Algoa V209,SHBML013,2014-08-11,"-32,683167","17,76783333","98,704","9,4908","2185,3","2305,16",8,11,2014,,
Algoa V209,SHBML013,2014-08-11,"-32,683167","17,76783333","85,445","10,8464","2186,51","2311,13",8,11,2014,,
Algoa V209,SHBML013,2014-08-11,"-32,683167","17,76783333","53,356","13,9598","2109,97","2326,63",8,11,2014,,
Algoa V209,SHBML013,2014-08-11,"-32,683167","17,76783333","47,566","15,8192","2069,87","2332,48",8,11,2014,,
Algoa V209,SHBML013,2014-08-11,"-32,683167","17,76783333","32,416","16,0644","2026,91","2320,61",8,11,2014,,
Algoa V209,SHBML013,2014-08-11,"-32,683167","17,76783333","20,398","16,2501","2047,04","2315,81",8,11,2014,,
Algoa V209,SHBML013,2014-08-11,"-32,683167","17,76783333","11,12","16,3104","2041,89","2316,7",8,11,2014,,
Algoa V209,SHBML013,2014-08-11,"-32,683167","17,76783333","6,882","16,3216","2034,77","2329,4",8,11,2014,,
Algoa V209,SML010,2014-08-12,"-34,558833","17,2445","1000,981","3,2246","2206,33","2329,39",8,12,2014,,
Algoa V209,SML010,2014-08-12,"-34,558833","17,2445","700,393","4,1851","2208,69","2315,1",8,12,2014,,
